Candidate Name,Source Name,Source URL
Tammy Baldwin,Gongress.gov,https://www.congress.gov/member/tammy-baldwin/B001230
Sam Brown,flickr,https://www.flickr.com/photos/captainsambrown/51831512304/in/photostream/
Donald Trump,White House Archives,https://trumpwhitehouse.archives.gov/wp-content/uploads/2017/11/President-Trump-Official-Portrait.jpg
Kamala Harris,White House Archives,https://bidenwhitehouse.archives.gov/administration/vice-president-harris/
WhiteHouse1.jpg,Photo by Aaron Kittredge: https://www.pexels.com/photo/white-house-129112/
Skyline1.jpg,Photo by Anna Lowe: https://www.pexels.com/photo/grey-concrete-buildings-2446915/
WashingtonMonument1.jpg,Photo by Samad Ismayilov: https://www.pexels.com/photo/grayscale-photo-of-washington-monument-757317/
JeffersonMemorial1.jpg,Photo by Dresden Benke: https://www.pexels.com/photo/cherry-blossoms-frame-jefferson-memorial-in-spring-31420485/
WhiteHouse2.jpg,Photo by Tom Fisk: https://www.pexels.com/photo/the-white-house-in-autumn-11563771/
Capitol1.jpg,Photo by Tom Fisk: https://www.pexels.com/photo/national-capitol-building-in-washington-d-c-11563773/
LincolnMemorial1.jpg,Photo by David Dibert: https://www.pexels.com/photo/lincoln-memorial-750905/
Capitol2.jpg,Photo by Pierre Blaché: https://www.pexels.com/photo/the-capitol-at-night-3369102/
Capitol3.jpg,Photo by Sobia Akhtar: https://www.pexels.com/photo/united-states-capitol-in-autumn-5652364/
LincolnMemorial2.jpg,Photo by Sobia Akhtar: https://www.pexels.com/photo/lincoln-memorial-on-sunny-day-5652177/
